Name,Company,location,link
200만 달러 투자받은 차세대커머스 벤처기업 개발자 S/W엔지니어 (소프트엔지니어 / 개발자),서치펌 브레인뱅크,서울 강남구,http://www.jobkorea.co.kr/Recruit/GI_Read/31388043
[외국계O2O 우량 스타트업] Full Stack 개발자,O2O스타트업,서울 성동구,http://www.jobkorea.co.kr/Recruit/GI_Read/31368780
블록체인 (백엔드 시스템 개발),대기업 계열사·자회사,서울 강남구,http://www.jobkorea.co.kr/Recruit/GI_Read/31365029
[글로벌] IT - 서버 엔지니어/Server Engineer,중소기업(300명이하),서울 전지역,http://www.jobkorea.co.kr/Recruit/GI_Read/31352252
"중견기업, 플랫폼개발 경력자 모집",대기업 계열사·자회사,서울 마포구,http://www.jobkorea.co.kr/Recruit/GI_Read/31349211
웹개발(Back-End/Front-End) 경력직 채용,중소기업(300명이하),서울 송파구,http://www.jobkorea.co.kr/Recruit/GI_Read/31344172
모바일 서비스 플랫폼 Front-End개발,중견기업(300명이상),서울 전지역,http://www.jobkorea.co.kr/Recruit/GI_Read/31330305
Senior Principal Engineer of Fuel Cell Battery Control,외국계 기업,중국·홍콩 길림성,http://www.jobkorea.co.kr/Recruit/GI_Read/31314313
Backend 개발자(과장차장급),대기업 계열사·자회사,경기 성남시,http://www.jobkorea.co.kr/Recruit/GI_Read/31295523
웹개발 대리과장급,벤처기업,경기 성남시,http://www.jobkorea.co.kr/Recruit/GI_Read/31295369
광고-통계 개발 PM,대기업 계열사·자회사,서울 마포구,http://www.jobkorea.co.kr/Recruit/GI_Read/31270455
[4.5일 근무]  Web / Mobile 프로그래머 / 데이터엔지니어 등,물류딜리버리,서울 강남구,http://www.jobkorea.co.kr/Recruit/GI_Read/31259888
[O2O 우량 스타트업] Back-end 개발자,O2O스타트업,서울 성동구,http://www.jobkorea.co.kr/Recruit/GI_Read/31256830
(중견 코스닥-서초역) 언어 모델 관리,중견기업(300명이상),서울 서초구,http://www.jobkorea.co.kr/Recruit/GI_Read/31255794
"(중견 코스닥-서초역) 음성인식, 자연어 처리(NLU/NLP)",중견기업(300명이상),서울 서초구,http://www.jobkorea.co.kr/Recruit/GI_Read/31255790
[글로벌] IT - 서버 엔지니어/Server Engineer (사원급),벤처기업,서울 전지역,http://www.jobkorea.co.kr/Recruit/GI_Read/31239823
플랫폼 기업] 백엔드개발자,벤처기업,서울 전지역,http://www.jobkorea.co.kr/Recruit/GI_Read/31230950
Cloud 솔루션 개발 [경력 3년이상],중소기업(300명이하),서울 강남구,http://www.jobkorea.co.kr/Recruit/GI_Read/31228382
CTO(차부장. IT총괄.개발팀장) 채용 건,심풀프로젝트컴퍼니,서울 종로구,http://www.jobkorea.co.kr/Recruit/GI_Read/31219293
[글로벌] Retail - 소프트웨어 엔지니어/Software Engineer (사원급),중소기업(300명이하),서울 전지역,http://www.jobkorea.co.kr/Recruit/GI_Read/31216361
2. IT IFRS infra specialist (대리/과장급) [외국계 금융사],외국계 기업,서울 전지역,http://www.jobkorea.co.kr/Recruit/GI_Read/31215392
[초우량 반도체 회사] Front-End 개발 엔지니어,벤처기업,서울 전지역 외,http://www.jobkorea.co.kr/Recruit/GI_Read/31192197
Mobility 서비스 백엔드 개발 [경력 3년-8년],중소기업(300명이하),서울 강남구,http://www.jobkorea.co.kr/Recruit/GI_Read/30905992
